YearOfBirth,Name,Sex,Number
2002,Ariah,F,98
2002,Ember,F,98
2002,Estella,F,98
2002,Ester,F,98
2002,Francis,F,98
2002,Jenessa,F,98
2002,Kadence,F,98
2002,Kailynn,F,98
2002,Karely,F,98
2002,Kierstyn,F,98
2002,Kimora,F,98
2002,Lane,F,98
2002,Maisie,F,98
2002,Malka,F,98
2002,Melani,F,98
2002,Sania,F,98
2002,Shiann,F,98
2002,Shoshana,F,98
2002,Taelor,F,98
2002,Zaira,F,98
2002,Amaria,F,97
2002,Amethyst,F,97
2002,August,F,97
2002,Azalea,F,97
2002,Christianna,F,97
2002,Keren,F,97
2002,Khia,F,97
2002,Mona,F,97
2002,Willa,F,97
2002,Yamileth,F,97
2002,Alaya,F,96
2002,Corrina,F,96
2002,Davina,F,96
2002,Gracyn,F,96
2002,Hilary,F,96
2002,Jamaya,F,96
2002,Kyrsten,F,96
2002,Malina,F,96
2002,Malinda,F,96
2002,Norah,F,96
2002,Reem,F,96
2002,Sahara,F,96
2002,Stormie,F,96
2002,Allysa,F,95
2002,Anjelica,F,95
2002,Ariadna,F,95
2002,Avalon,F,95
2002,Danyelle,F,95
2002,Elli,F,95
2002,Estephanie,F,95
2002,Frankie,F,95
2002,Glenda,F,95
2002,Jaeda,F,95
2002,Janine,F,95
2002,Jensen,F,95
2002,Jordin,F,95
2002,Kamya,F,95
2002,Katalina,F,95
2002,Khadijah,F,95
2002,Kia,F,95
2002,Maricruz,F,95
2002,Michael,F,95
2002,Saylor,F,95
2002,Shyanna,F,95
2002,Therese,F,95
2002,Destanie,F,94
2002,Eboni,F,94
2002,Ileana,F,94
2002,Kamari,F,94
2002,Kyli,F,94
2002,Marjorie,F,94
2002,Sneha,F,94
2002,Tegan,F,94
2002,Tracey,F,94
2002,Adria,F,93
2002,Alaysha,F,93
2002,Cathy,F,93
2002,Charley,F,93
2002,Devorah,F,93
2002,Jael,F,93
2002,Joslynn,F,93
2002,Juliann,F,93
2002,Justyce,F,93
2002,Kacy,F,93
2002,Mabel,F,93
2002,Margo,F,93
2002,Nellie,F,93
2002,Rain,F,93
2002,Ryanne,F,93
2002,Sapphire,F,93
2002,Vivianna,F,93
2002,Yarely,F,93
2002,Abygail,F,92
2002,Alayah,F,92
2002,Aleksandra,F,92
2002,Ani,F,92
2002,Ayden,F,92
2002,Callista,F,92
2002,Carsyn,F,92
2002,Daysha,F,92
2002,Dena,F,92
2002,Diya,F,92
2002,Genna,F,92
2002,Geraldine,F,92
2002,Joey,F,92
2002,Kalani,F,92
2002,Kalynn,F,92
2002,Maile,F,92
2002,Pricilla,F,92
2002,Stacie,F,92
2002,Tamyra,F,92
2002,Angelita,F,91
2002,Arly,F,91
2002,Catrina,F,91
2002,Clarice,F,91
2002,Darla,F,91
2002,Demetria,F,91
2002,Doris,F,91
2002,Jamiah,F,91
2002,Jaslyn,F,91
2002,Kenley,F,91
2002,Madelaine,F,91
2002,May,F,91
2002,Maycee,F,91
2002,Nakayla,F,91
2002,Nova,F,91
2002,Shalyn,F,91
2002,Siobhan,F,91
2002,Sunshine,F,91
2002,Teanna,F,91
2002,Adele,F,90
2002,Evangelina,F,90
2002,Evangeline,F,90
2002,Hayli,F,90
2002,Jolee,F,90
2002,Kalei,F,90
2002,Linsey,F,90
2002,Milena,F,90
2002,Quincy,F,90
2002,Samanta,F,90
2002,Saray,F,90
2002,Spencer,F,90
2002,Starla,F,90
2002,Taylar,F,90
2002,Alessia,F,89
2002,Cherokee,F,89
2002,Dezirae,F,89
2002,Elvira,F,89
2002,Fatoumata,F,89
2002,Kameryn,F,89
2002,Khushi,F,89
2002,Klarissa,F,89
2002,Liyah,F,89
2002,Millie,F,89
2002,Mirian,F,89
2002,Nadya,F,89
2002,Oriana,F,89
2002,Renae,F,89
2002,Rian,F,89
2002,Shiloh,F,89
2002,Anayeli,F,88
2002,Asya,F,88
2002,Aubrianna,F,88
2002,Bernice,F,88
2002,Chloee,F,88
2002,Danya,F,88
2002,Eloise,F,88
2002,Emili,F,88
2002,Francisca,F,88
2002,Gissell,F,88
2002,Gracen,F,88
2002,Karmen,F,88
2002,Keana,F,88
2002,Nailah,F,88
2002,Naudia,F,88
2002,Nayla,F,88
2002,Salina,F,88
2002,Samia,F,88
2002,Tonya,F,88
2002,Anamaria,F,87
2002,Babygirl,F,87
2002,Cecily,F,87
2002,Flora,F,87
2002,Jennyfer,F,87
2002,Jules,F,87
2002,Kyana,F,87
2002,Laurie,F,87
2002,Luciana,F,87
2002,Maliah,F,87
2002,Marah,F,87
2002,Portia,F,87
2002,Riana,F,87
2002,Rochel,F,87
2002,Sunny,F,87
2002,Anahy,F,86
2002,Baleigh,F,86
2002,Bethanie,F,86
2002,Elora,F,86
2002,Hallee,F,86
2002,Jean,F,86
2002,Keasia,F,86
2002,Kyanna,F,86
2002,Lailah,F,86
2002,Samiyah,F,86
2002,Veronika,F,86
2002,Ailyn,F,85
2002,Alisia,F,85
2002,Brynne,F,85
2002,Caley,F,85
2002,Chesney,F,85
2002,Christin,F,85
2002,Desteny,F,85
2002,Emmie,F,85
2002,Fayth,F,85
2002,Gema,F,85
2002,Kaelynn,F,85
2002,Kelcie,F,85
2002,Leslye,F,85
2002,Lindy,F,85
2002,Mekayla,F,85
2002,Traci,F,85
2002,Yael,F,85
2002,Abbi,F,84
2002,Alexander,F,84
2002,Anasia,F,84
2002,Ashli,F,84
2002,Dolores,F,84
2002,Elia,F,84
2002,Gisell,F,84
2002,Gitty,F,84
2002,Janai,F,84
2002,Lois,F,84
2002,Madelin,F,84
2002,Malika,F,84
2002,Manuela,F,84
2002,Myriam,F,84
2002,Nalani,F,84
2002,Venus,F,84
2002,Yaquelin,F,84
2002,Yara,F,84
2002,Allana,F,83
2002,Amyah,F,83
2002,Braelyn,F,83
2002,Emoni,F,83
2002,Emory,F,83
2002,Keaira,F,83
2002,Khalia,F,83
2002,Leigh,F,83
2002,Mildred,F,83
2002,Paityn,F,83
2002,Rheanna,F,83
2002,Sayra,F,83
2002,Shakayla,F,83
2002,Susie,F,83
2002,Tamiya,F,83
2002,Tatyanna,F,83
2002,Trina,F,83
2002,Ashaunti,F,82
2002,Ashlynne,F,82
2002,Brookelynn,F,82
2002,Charis,F,82
2002,Cheyann,F,82
2002,Devan,F,82
2002,Estela,F,82
2002,Hadassah,F,82
2002,Jianna,F,82
2002,Josey,F,82
2002,Liz,F,82
2002,Lucie,F,82
2002,Myia,F,82
2002,Pricila,F,82
2002,Shaylin,F,82
2002,Sherlyn,F,82
2002,Taliah,F,82
2002,Yanira,F,82
2002,Anushka,F,81
2002,Ciana,F,81
2002,Consuelo,F,81
2002,Ema,F,81
2002,Gisela,F,81
2002,Hayle,F,81
2002,Josalyn,F,81
2002,Jourdan,F,81
2002,Kady,F,81
2002,Kelsy,F,81
2002,Rayanna,F,81
2002,Rosalia,F,81
2002,Rosanna,F,81
2002,Sabine,F,81
2002,Zaniya,F,81
2002,Zuri,F,81
2002,Aminah,F,80
2002,Bertha,F,80
2002,Briona,F,80
2002,Chanelle,F,80
2002,Jerica,F,80
2002,Karisma,F,80
2002,Malea,F,80
2002,Melannie,F,80
2002,Petra,F,80
2002,Sloan,F,80
2002,Tiarra,F,80
2002,Xitlaly,F,80
2002,Caylin,F,79
2002,Divine,F,79
2002,Jenelle,F,79
2002,Kay,F,79
2002,Keyara,F,79
2002,Laci,F,79
2002,Madelynne,F,79
2002,Maha,F,79
2002,Neveah,F,79
2002,Patrice,F,79
2002,Raeann,F,79
2002,Safa,F,79
2002,Saniyah,F,79
2002,Shekinah,F,79
2002,Skylee,F,79
2002,Yesica,F,79
2002,Abigael,F,78
2002,Adelyn,F,78
2002,Aiden,F,78
2002,Amariah,F,78
2002,Baila,F,78
2002,Carmela,F,78
2002,Clarisa,F,78
2002,Gianni,F,78
2002,Gracee,F,78
2002,Janel,F,78
2002,Jessa,F,78
2002,Kaily,F,78
2002,Lamya,F,78
2002,Lora,F,78
2002,Macee,F,78
2002,Ramona,F,78
2002,Anyah,F,77
2002,Audrie,F,77
2002,Breona,F,77
2002,Bryce,F,77
2002,Catelyn,F,77
2002,Deonna,F,77
2002,Enya,F,77
2002,Jordynn,F,77
2002,Kiran,F,77
2002,Korina,F,77
2002,Leana,F,77
2002,Mickayla,F,77
2002,Nayelli,F,77
2002,Nicolle,F,77
2002,Richelle,F,77
2002,Shaylyn,F,77
2002,Sianna,F,77
2002,Sterling,F,77
2002,Alianna,F,76
2002,Aminata,F,76
2002,Aviana,F,76
2002,Faigy,F,76
2002,Gabriele,F,76
2002,Halli,F,76
2002,Iyonna,F,76
2002,Jaelin,F,76
2002,Jazzlyn,F,76
2002,Jovana,F,76
2002,Karoline,F,76
2002,Kaylei,F,76
2002,Marielle,F,76
2002,Nicola,F,76
2002,Noelani,F,76
2002,Rebeka,F,76
2002,Sedona,F,76
2002,Sofie,F,76
2002,Zoee,F,76
2002,Analiese,F,75
2002,Andria,F,75
2002,Anijah,F,75
2002,Arissa,F,75
2002,Audriana,F,75
2002,Briza,F,75
2002,Chole,F,75
2002,Debbie,F,75
2002,Dejanae,F,75
2002,Graci,F,75
2002,Jaide,F,75
2002,Jamison,F,75
2002,Joceline,F,75
2002,Jordana,F,75
2002,Kaelin,F,75
2002,Kaleah,F,75
2002,Kennady,F,75
2002,Krysten,F,75
2002,Kyrah,F,75
2002,Leeanna,F,75
2002,Loretta,F,75
2002,Merissa,F,75
2002,Mirna,F,75
2002,Mykala,F,75
2002,Remy,F,75
2002,Samiya,F,75
2002,Shaye,F,75
2002,Stacia,F,75
2002,Teja,F,75
2002,Tera,F,75
2002,Viktoria,F,75
2002,Yanet,F,75
2002,Zaniyah,F,75
2002,Akasha,F,74
2002,Alexius,F,74
2002,Angelic,F,74
2002,Aurelia,F,74
2002,Blythe,F,74
2002,Breyanna,F,74
2002,Emmeline,F,74
2002,Ines,F,74
2002,Jenae,F,74
2002,Julian,F,74
2002,Kelci,F,74
2002,Kyley,F,74
2002,Lilyanna,F,74
2002,Lizet,F,74
2002,Madaline,F,74
2002,Miyah,F,74
2002,Nada,F,74
2002,Naila,F,74
2002,Rina,F,74
2002,Samaya,F,74
2002,Selma,F,74
2002,Skyy,F,74
2002,Zaida,F,74
2002,Aline,F,73
2002,Avianna,F,73
2002,Dinah,F,73
2002,Dionna,F,73
2002,Ida,F,73
2002,Keiry,F,73
2002,Kimberley,F,73
2002,Londyn,F,73
2002,Nyssa,F,73
2002,Payten,F,73
2002,Torrance,F,73
2002,Vianca,F,73
2002,Alexie,F,72
2002,Alexzandria,F,72
2002,Allissa,F,72
2002,Araya,F,72
2002,Ashia,F,72
2002,Azul,F,72
2002,Baileigh,F,72
2002,Bayley,F,72
2002,Bridgett,F,72
2002,Catarina,F,72
2002,Charli,F,72
2002,Chrystal,F,72
2002,Corinna,F,72
2002,Haydee,F,72
2002,Jeanne,F,72
2002,Kaydee,F,72
2002,Khadija,F,72
2002,Lilyan,F,72
2002,Lyndsay,F,72
2002,Mea,F,72
2002,Rania,F,72
2002,Rhonda,F,72
2002,Salena,F,72
2002,Sheyenne,F,72
2002,Abbigayle,F,71
2002,Cienna,F,71
2002,Cinthya,F,71
2002,Debora,F,71
2002,Deena,F,71
2002,Elinor,F,71
2002,Jewell,F,71
2002,Josselyn,F,71
2002,Kasia,F,71
2002,Kelis,F,71
2002,Landry,F,71
2002,Mckinzie,F,71
2002,Mykenzie,F,71
2002,Nereida,F,71
2002,Pooja,F,71
2002,Seanna,F,71
2002,Shadiamond,F,71
2002,Shaylynn,F,71
2002,Skylynn,F,71
2002,Taja,F,71
2002,Talya,F,71
2002,Winnie,F,71
2002,Yenifer,F,71
2002,Yulianna,F,71
2002,Alasia,F,70
2002,Alaura,F,70
2002,Annabell,F,70
2002,Anusha,F,70
2002,Ashunti,F,70
2002,Bianka,F,70
2002,Denae,F,70
2002,Dianne,F,70
2002,Jurnee,F,70
2002,Kaydence,F,70
2002,Kristiana,F,70
2002,Larisa,F,70
2002,Marlie,F,70
2002,Michayla,F,70
2002,Tala,F,70
2002,Taleah,F,70
2002,Vivienne,F,70
2002,Zada,F,70
2002,Zayra,F,70
2002,Abrielle,F,69
2002,Ariyanna,F,69
2002,Aubri,F,69
2002,Cleo,F,69
2002,Dalilah,F,69
2002,Estelle,F,69
2002,Inez,F,69
2002,Isobel,F,69
2002,Jesica,F,69
2002,Kareena,F,69
2002,Kensley,F,69
2002,Makaylee,F,69
2002,Monae,F,69
2002,Nechama,F,69
2002,Nydia,F,69
2002,Raylene,F,69
2002,Shani,F,69
2002,Soledad,F,69
2002,Tricia,F,69
2002,Tytiana,F,69
2002,Akilah,F,68
2002,Armoni,F,68
2002,Aubry,F,68
2002,Breasia,F,68
2002,Briauna,F,68
2002,Bronwyn,F,68
2002,Corrin,F,68
2002,Domonique,F,68
2002,Ellison,F,68
2002,Emiley,F,68
2002,Hiba,F,68
2002,Jacee,F,68
2002,Jacelyn,F,68
2002,Kaira,F,68
2002,Kandice,F,68
2002,Kilee,F,68
2002,Laysha,F,68
2002,Lorelai,F,68
2002,Nisha,F,68
2002,Priyanka,F,68
2002,Raylee,F,68
2002,Renata,F,68
2002,Sanai,F,68
2002,Shanelle,F,68
2002,Sierrah,F,68
2002,Sirena,F,68
2002,Tiera,F,68
2002,Trinitee,F,68
2002,Adreanna,F,67
2002,Adyson,F,67
2002,Alba,F,67
2002,Alesia,F,67
2002,Alyna,F,67
2002,Anayah,F,67
2002,Angelika,F,67
2002,Ashanta,F,67
2002,Chassidy,F,67
2002,Denisha,F,67
2002,Emmaleigh,F,67
2002,Jackelin,F,67
2002,Jakira,F,67
2002,Jazzmine,F,67
2002,Jeannette,F,67
2002,Josephina,F,67
2002,Keily,F,67
2002,Lizabeth,F,67
2002,Madigan,F,67
2002,Magdalene,F,67
2002,Makya,F,67
2002,Michela,F,67
2002,Mykaela,F,67
2002,Nour,F,67
2002,Promise,F,67
2002,River,F,67
2002,Rylan,F,67
2002,Semaj,F,67
2002,Tanner,F,67
2002,Tayah,F,67
2002,Thania,F,67
2002,Veda,F,67
2002,Vianney,F,67
2002,Zipporah,F,67
2002,Addisyn,F,66
2002,Aleyah,F,66
2002,Arriana,F,66
2002,Aryn,F,66
2002,Asiah,F,66
2002,Becca,F,66
2002,Becky,F,66
2002,Cady,F,66
2002,Carmella,F,66
2002,Carter,F,66
2002,Christal,F,66
2002,Danasia,F,66
2002,Desiray,F,66
2002,Elicia,F,66
2002,Emalie,F,66
2002,Eman,F,66
2002,Esme,F,66
2002,Eternity,F,66
2002,Giulia,F,66
2002,Haile,F,66
2002,Jailynn,F,66
2002,Jamiyah,F,66
2002,Jazzmin,F,66
2002,Jeannie,F,66
2002,Kandace,F,66
2002,Magnolia,F,66
2002,Makenzy,F,66
2002,Malaika,F,66
2002,Malak,F,66
2002,Nariah,F,66
2002,Peri,F,66
2002,Rhyan,F,66
2002,Tyesha,F,66
2002,Verenice,F,66
2002,Yaneli,F,66
2002,Zayda,F,66
2002,Briannah,F,65
2002,Briseida,F,65
2002,Brooklin,F,65
2002,Cailee,F,65
2002,Jaleah,F,65
2002,Jayne,F,65
2002,Kamaria,F,65
2002,Karizma,F,65
2002,Katelynne,F,65
2002,Kenzi,F,65
2002,Mandi,F,65
2002,Marcia,F,65
2002,Mckenzi,F,65
2002,Niki,F,65
2002,Ragan,F,65
2002,Scout,F,65
2002,Tanaya,F,65
2002,Timia,F,65
2002,Vivien,F,65
2002,Xochilt,F,65
2002,Amaiya,F,64
2002,Ami,F,64
2002,Arianne,F,64
2002,Blessing,F,64
2002,Cate,F,64
2002,China,F,64
2002,Chyenne,F,64
2002,Dennise,F,64
2002,Dorian,F,64
2002,Florence,F,64
2002,Gisele,F,64
2002,Jaimee,F,64
2002,Kaeleigh,F,64
2002,Kailani,F,64
2002,Karyme,F,64
2002,Katilyn,F,64
2002,Kyia,F,64
2002,Lakeisha,F,64
2002,Lorna,F,64
2002,Makaya,F,64
2002,Mariya,F,64
2002,Mazie,F,64
2002,Ofelia,F,64
2002,Roberta,F,64
2002,Roselyn,F,64
2002,Salome,F,64
2002,Sawyer,F,64
2002,Tyonna,F,64
2002,Wanda,F,64
2002,Yadhira,F,64
2002,Adelle,F,63
2002,Aislynn,F,63
2002,Annah,F,63
2002,Annastasia,F,63
2002,Arial,F,63
2002,Breauna,F,63
2002,Danisha,F,63
2002,Eryka,F,63
2002,Iesha,F,63
2002,Indira,F,63
2002,Ivey,F,63
2002,Jaeden,F,63
2002,Jashanti,F,63
2002,Journee,F,63
2002,Kalena,F,63
2002,Kaytlynn,F,63
2002,Kodi,F,63
2002,Kyler,F,63
2002,Lynda,F,63
2002,Mai,F,63
2002,Maisy,F,63
2002,Makia,F,63
2002,Marykate,F,63
2002,Meera,F,63
2002,Myka,F,63
2002,Raine,F,63
2002,Shakyra,F,63
2002,Shruti,F,63
2002,Adamary,F,62
2002,Alonna,F,62
2002,Cyan,F,62
2002,Della,F,62
2002,Emelie,F,62
2002,Heavyn,F,62
2002,Idaly,F,62
2002,Jeanna,F,62
2002,Karson,F,62
2002,Keiara,F,62
2002,Kiaya,F,62
2002,Kimberlyn,F,62
2002,Kylea,F,62
2002,Mahala,F,62
2002,Mariella,F,62
2002,Melodie,F,62
2002,Morgen,F,62
2002,Myasia,F,62
2002,Noemy,F,62
2002,Page,F,62
2002,Prisila,F,62
2002,Remington,F,62
2002,Rikki,F,62
2002,Sera,F,62
2002,Shanti,F,62
2002,Takiya,F,62
2002,Torri,F,62
2002,Zora,F,62
2002,Adara,F,61
2002,Aisling,F,61
2002,Angelie,F,61
2002,Angelle,F,61
2002,Annamaria,F,61
2002,Ashanty,F,61
2002,Brynlee,F,61
2002,Corey,F,61
2002,Italia,F,61
2002,Jahaira,F,61
2002,Karma,F,61
2002,Katherin,F,61
2002,Keelin,F,61
2002,Keilah,F,61
2002,Keirsten,F,61
2002,Leighann,F,61
2002,Litzi,F,61
2002,Mikyla,F,61
2002,Raeanna,F,61
2002,Raya,F,61
2002,Sanya,F,61
2002,Sela,F,61
2002,Shayne,F,61
2002,Shriya,F,61
2002,Siani,F,61
2002,Siara,F,61
2002,Tavia,F,61
2002,Torrie,F,61
2002,Tory,F,61
2002,Ariadne,F,60
2002,Ariela,F,60
2002,Arin,F,60
2002,Dezarae,F,60
2002,Egypt,F,60
2002,Ellery,F,60
2002,Holli,F,60
2002,Jamesha,F,60
2002,Jerrica,F,60
2002,Joscelyn,F,60
2002,Kennadi,F,60
2002,Kerstin,F,60
2002,Kloey,F,60
2002,Kristie,F,60
2002,Laina,F,60
2002,Latoya,F,60
2002,Lexia,F,60
2002,Mariama,F,60
2002,Merari,F,60
2002,Michaella,F,60
2002,Milana,F,60
2002,Sahar,F,60
2002,Sincere,F,60
2002,Afton,F,59
2002,Amal,F,59
2002,Amayah,F,59
2002,Caterina,F,59
2002,Deirdre,F,59
2002,Destani,F,59
2002,Dyani,F,59
2002,Endia,F,59
2002,Evalyn,F,59
2002,Holley,F,59
2002,Jakiyah,F,59
2002,Janely,F,59
2002,Jordon,F,59
2002,Julieanna,F,59
2002,Karin,F,59
2002,Karsen,F,59
2002,Kaycie,F,59
2002,Keonna,F,59
2002,Keturah,F,59
2002,Khaliyah,F,59
2002,Lakin,F,59
2002,Mairead,F,59
2002,Michel,F,59
2002,Mikaylah,F,59
2002,Nakya,F,59
2002,Nola,F,59
2002,Nubia,F,59
2002,Shaliyah,F,59
2002,Shamiya,F,59
2002,Shanell,F,59
2002,Shealyn,F,59
2002,Staci,F,59
2002,Tenley,F,59
2002,Yamile,F,59
2002,Zowie,F,59
2002,Zoya,F,59
2002,Aine,F,58
2002,Alyah,F,58
2002,Andi,F,58
2002,Aundrea,F,58
2002,Avani,F,58
2002,Azia,F,58
2002,Brennan,F,58
2002,Brianda,F,58
2002,Cosette,F,58
2002,Emelyn,F,58
2002,Fatimah,F,58
2002,Glory,F,58
2002,Jayce,F,58
2002,Jaydin,F,58
2002,Johannah,F,58
2002,Kavya,F,58
2002,Kelby,F,58
2002,Maryah,F,58
2002,Michala,F,58
2002,Michell,F,58
2002,Mirella,F,58
2002,Myrka,F,58
2002,Naydelin,F,58
2002,Niah,F,58
2002,Rene,F,58
2002,Ruthie,F,58
2002,Sarena,F,58
2002,Tana,F,58
2002,Taylin,F,58
2002,Zahria,F,58
2002,Ajah,F,57
2002,Aleisha,F,57
2002,Alise,F,57
2002,Angely,F,57
2002,Ari,F,57
2002,Aubriana,F,57
2002,Cheyanna,F,57
2002,Cloie,F,57
2002,Donya,F,57
2002,Elina,F,57
2002,Francine,F,57
2002,Isyss,F,57
2002,Izabela,F,57
2002,Jody,F,57
2002,Kennedie,F,57
2002,Kera,F,57
2002,Kieran,F,57
2002,Kimber,F,57
2002,Kitana,F,57
2002,Lakyn,F,57
2002,Maryssa,F,57
2002,Mayah,F,57
2002,Micaiah,F,57
2002,Michal,F,57
2002,Mikenna,F,57
2002,Mykia,F,57
2002,Naiya,F,57
2002,Niamh,F,57
2002,Rachell,F,57
2002,Ryanna,F,57
2002,Shaila,F,57
2002,Shantell,F,57
2002,Tiffanie,F,57
2002,Tiyana,F,57
2002,Tressa,F,57
2002,Trinidy,F,57
2002,Tytianna,F,57
2002,Alijah,F,56
2002,Analicia,F,56
2002,Anela,F,56
2002,Breeana,F,56
2002,Brittani,F,56
2002,Bryonna,F,56
2002,Carlyn,F,56
2002,Caylie,F,56
2002,Channing,F,56
2002,Dyamond,F,56
2002,Emileigh,F,56
2002,Grayce,F,56
2002,Guinevere,F,56
2002,Jorja,F,56
2002,Kailie,F,56
2002,Kaniyah,F,56
2002,Kati,F,56
2002,Keeli,F,56
2002,Latasha,F,56
2002,Lisset,F,56
2002,Marleigh,F,56
2002,Meranda,F,56
2002,Milla,F,56
2002,Myesha,F,56
2002,Nidhi,F,56
2002,Notnamed,F,56
2002,Novalee,F,56
2002,Ocean,F,56
2002,Rebecka,F,56
2002,Salem,F,56
2002,Sammantha,F,56
2002,Tanvi,F,56
2002,Torie,F,56
2002,Viola,F,56
2002,Zykeria,F,56
2002,Althea,F,55
2002,Americus,F,55
2002,Anaiah,F,55
2002,Antonella,F,55
2002,Arie,F,55
2002,Aries,F,55
2002,Ashlei,F,55
2002,Asma,F,55
2002,Casie,F,55
2002,Chava,F,55
2002,Chyann,F,55
2002,Dashanti,F,55
2002,Delana,F,55
2002,Deziree,F,55
2002,Emmalyn,F,55
2002,Fabiana,F,55
2002,Haili,F,55
2002,Joie,F,55
2002,Jonna,F,55
2002,Lita,F,55
2002,Marlyn,F,55
2002,Mattea,F,55
2002,Mikah,F,55
2002,Najah,F,55
2002,Neely,F,55
2002,Racquel,F,55
2002,Shawnee,F,55
2002,Silvana,F,55
2002,Sylvie,F,55
2002,Tahlia,F,55
2002,Tajah,F,55
2002,Tionne,F,55
2002,Yocheved,F,55
2002,Aislyn,F,54
2002,Amaia,F,54
2002,Ambar,F,54
2002,Anay,F,54
2002,Arika,F,54
2002,Arya,F,54
2002,Aspyn,F,54
2002,Ayat,F,54
2002,Brayden,F,54
2002,Brooklynne,F,54
2002,Cayleigh,F,54
2002,Delani,F,54
2002,Emeli,F,54
2002,Eriana,F,54
2002,Erykah,F,54
2002,Gizelle,F,54
2002,Hafsa,F,54
2002,Idalia,F,54
2002,Ilse,F,54
2002,Jacquelynn,F,54
2002,Jaina,F,54
2002,Janee,F,54
2002,Karisa,F,54
2002,Klara,F,54
2002,Kyrie,F,54
2002,Kyrstin,F,54
2002,Lakayla,F,54
2002,Makinzie,F,54
2002,Mayson,F,54
2002,Minerva,F,54
2002,Monserrath,F,54
2002,Nikayla,F,54
2002,Rae,F,54
2002,Rana,F,54
2002,Rayana,F,54
2002,Storm,F,54
2002,Yisel,F,54
2002,Yoana,F,54
2002,Zaire,F,54
2002,Zulema,F,54
2002,Agnes,F,53
2002,Alexzandra,F,53
2002,Amna,F,53
2002,Arrianna,F,53
2002,Brandie,F,53
2002,Breyana,F,53
2002,Brigette,F,53
2002,Cassady,F,53
2002,Clair,F,53
2002,Dajanae,F,53
2002,Dayla,F,53
2002,Desirea,F,53
2002,Destyni,F,53
2002,Deyanira,F,53
2002,Ellianna,F,53
2002,Jakia,F,53
2002,Jalyssa,F,53
2002,Jenesis,F,53
2002,Jennica,F,53
2002,Keiana,F,53
2002,Keylee,F,53
2002,Leilah,F,53
2002,Lorin,F,53
2002,Makenzee,F,53
2002,Nadiya,F,53
2002,Neyda,F,53
2002,Nijah,F,53
2002,Paxton,F,53
2002,Schuyler,F,53
2002,Serene,F,53
2002,Shamira,F,53
2002,Stephani,F,53
2002,Tamika,F,53
2002,Tamra,F,53
2002,Vivica,F,53
2002,Ahtziri,F,52
2002,Ajanae,F,52
2002,Alix,F,52
2002,Alona,F,52
2002,Alyza,F,52
2002,Arian,F,52
2002,Cathleen,F,52
2002,Chandra,F,52
2002,Chassity,F,52
2002,Chelsy,F,52
2002,Codi,F,52
2002,Daeja,F,52
2002,Elida,F,52
2002,Felisha,F,52
2002,Huda,F,52
2002,Janasia,F,52
2002,Jaymee,F,52
2002,Jeana,F,52
2002,Jessy,F,52
2002,Kenisha,F,52
2002,Kiyana,F,52
2002,Lainie,F,52
2002,Laylah,F,52
2002,Mahalia,F,52
2002,Margaux,F,52
2002,Mirka,F,52
2002,Odessa,F,52
2002,Queen,F,52
2002,Rosio,F,52
2002,Saniah,F,52
2002,Shaelynn,F,52
2002,Shanaya,F,52
2002,Simona,F,52
2002,Tanna,F,52
2002,Tate,F,52
2002,Aalyah,F,51
2002,Aerial,F,51
2002,Akayla,F,51
2002,Alizabeth,F,51
2002,Allanah,F,51
2002,Alyiah,F,51
2002,Amerie,F,51
2002,Aura,F,51
2002,Braylee,F,51
2002,Caelan,F,51
2002,Caprice,F,51
2002,Cayden,F,51
2002,Celena,F,51
2002,Cody,F,51
2002,Daesha,F,51
2002,Echo,F,51
2002,Elva,F,51
2002,Elvia,F,51
2002,Emeline,F,51
2002,Indigo,F,51
2002,Jailah,F,51
2002,Jakyra,F,51
2002,Jannah,F,51
2002,Jiselle,F,51
2002,Kalen,F,51
2002,Kaliah,F,51
2002,Karrington,F,51
2002,Kaylani,F,51
2002,Kelsee,F,51
2002,Kiarah,F,51
2002,Krishna,F,51
2002,Lanaya,F,51
2002,Makhia,F,51
2002,Marwa,F,51
2002,Maryn,F,51
2002,Meghana,F,51
2002,Mekenzie,F,51
2002,Mitzy,F,51
2002,Naia,F,51
2002,Peighton,F,51
2002,Quiana,F,51
2002,Rainey,F,51
2002,Sailor,F,51
2002,Sakura,F,51
2002,Vicki,F,51
2002,Xenia,F,51
2002,Aleia,F,50
2002,Alexxis,F,50
2002,Anel,F,50
2002,Caelyn,F,50
2002,Caila,F,50
2002,Calla,F,50
2002,Camry,F,50
2002,Chantelle,F,50
2002,Chelsi,F,50
2002,Chloey,F,50
2002,Chloie,F,50
2002,Denali,F,50
2002,Deysi,F,50
2002,Fiorella,F,50
2002,Gracelynn,F,50
2002,Ilene,F,50
2002,Jesslyn,F,50
2002,Joleen,F,50
2002,Josette,F,50
2002,Kadie,F,50
2002,Kansas,F,50
2002,Kassidi,F,50
2002,Katharina,F,50
2002,Keelie,F,50
2002,Kenadee,F,50
2002,Khayla,F,50
2002,Klaudia,F,50
2002,Latisha,F,50
2002,Lillyanna,F,50
2002,Mackayla,F,50
2002,Madylin,F,50
2002,Maliya,F,50
2002,Markia,F,50
2002,Mataya,F,50
2002,Naliyah,F,50
2002,Passion,F,50
2002,Skylah,F,50
2002,Stefania,F,50
2002,Takia,F,50
2002,Tanasia,F,50
2002,Vianna,F,50
2002,Yuri,F,50
2002,Allee,F,49
2002,Blakely,F,49
2002,Calie,F,49
2002,Camdyn,F,49
